order_id,drink_name,agent,order_sent_back,hour_of_day,day_of_week,date,wait_time_min,queue_wait_min,idle_wait_min,prep_time_min,dwell_time_min
101702,Cappuccino,Charlie,0,15,Sunday,2025-10-05,8.8,1.4666666666666666,1.6833333333333333,7.116666666666666,5.216666666666667
101824,Cappuccino,Charlie,0,8,Monday,2025-10-06,9.716666666666667,1.9666666666666666,2.8666666666666667,6.85,18.0
101855,Americano,Charlie,0,8,Monday,2025-10-06,10.216666666666667,0.7166666666666667,2.8333333333333335,7.383333333333334,15.9
102054,Latte,Charlie,0,14,Monday,2025-10-06,8.833333333333334,1.5833333333333333,1.5666666666666667,7.266666666666667,11.133333333333333
102146,Espresso,Charlie,0,7,Tuesday,2025-10-07,9.433333333333334,0.8666666666666667,2.933333333333333,6.5,12.716666666666667
102161,Mocha,Charlie,0,8,Tuesday,2025-10-07,9.2,1.7,2.183333333333333,7.016666666666667,6.633333333333334
102219,Mocha,Charlie,0,9,Tuesday,2025-10-07,9.083333333333334,1.4833333333333334,2.3833333333333333,6.7,19.316666666666666
102300,Flat White,Charlie,0,12,Tuesday,2025-10-07,9.466666666666667,1.1166666666666667,2.6333333333333333,6.833333333333333,11.266666666666667
102306,Flat White,Charlie,0,12,Tuesday,2025-10-07,8.85,1.6333333333333333,1.4666666666666666,7.383333333333334,3.55
102323,Mocha,Charlie,0,12,Tuesday,2025-10-07,8.95,0.8166666666666667,2.8333333333333335,6.116666666666666,10.45
102418,Flat White,Charlie,0,14,Tuesday,2025-10-07,8.733333333333333,0.6666666666666666,2.783333333333333,5.95,7.3
102462,Cold Brew,Charlie,0,15,Tuesday,2025-10-07,9.083333333333334,0.7666666666666667,2.6333333333333333,6.45,5.0
102481,Cappuccino,Charlie,0,16,Tuesday,2025-10-07,9.466666666666667,1.8166666666666667,2.85,6.616666666666666,7.6
102483,Americano,Charlie,0,16,Tuesday,2025-10-07,9.466666666666667,1.5333333333333334,2.716666666666667,6.75,2.066666666666667
102485,Hot Chocolate,Charlie,0,16,Tuesday,2025-10-07,9.783333333333333,1.0666666666666667,2.45,7.333333333333333,19.983333333333334
102708,Cold Brew,Charlie,0,13,Wednesday,2025-10-08,9.983333333333333,1.8833333333333333,2.816666666666667,7.166666666666667,1.7333333333333334
102736,Latte,Charlie,0,14,Wednesday,2025-10-08,8.816666666666666,1.1833333333333333,2.1333333333333333,6.683333333333334,4.716666666666667
102739,Latte,Charlie,0,14,Wednesday,2025-10-08,8.75,0.55,1.2833333333333334,7.466666666666667,15.8
102770,Americano,Charlie,0,15,Wednesday,2025-10-08,9.366666666666667,1.7,2.6666666666666665,6.7,5.966666666666667
102916,Latte,Charlie,0,9,Thursday,2025-10-09,8.616666666666667,0.7,2.0,6.616666666666666,9.8
102930,Cappuccino,Charlie,0,9,Thursday,2025-10-09,9.216666666666667,1.1333333333333333,2.9,6.316666666666666,16.983333333333334
102937,Matcha Latte,Charlie,0,9,Thursday,2025-10-09,10.0,0.55,2.933333333333333,7.066666666666666,10.516666666666667
102952,Latte,Charlie,0,10,Thursday,2025-10-09,8.6,1.6166666666666667,1.3,7.3,18.333333333333332
102953,Hot Chocolate,Charlie,0,10,Thursday,2025-10-09,8.733333333333333,1.0833333333333333,1.9,6.833333333333333,18.35
102999,Mocha,Charlie,0,11,Thursday,2025-10-09,9.433333333333334,1.75,2.9166666666666665,6.516666666666667,3.8833333333333333
103001,Cappuccino,Charlie,0,11,Thursday,2025-10-09,9.716666666666667,0.8833333333333333,2.9833333333333334,6.733333333333333,18.8
103014,Latte,Charlie,0,11,Thursday,2025-10-09,8.916666666666666,1.6833333333333333,1.8166666666666667,7.1,8.216666666666667
103029,Mocha,Charlie,0,11,Thursday,2025-10-09,9.133333333333333,1.8833333333333333,2.566666666666667,6.566666666666666,1.2833333333333334
103052,Americano,Charlie,0,12,Thursday,2025-10-09,8.95,0.9,1.65,7.3,6.133333333333334
103210,Espresso,Charlie,0,7,Friday,2025-10-10,9.533333333333333,1.7,2.65,6.883333333333334,16.133333333333333
103230,Latte,Charlie,0,7,Friday,2025-10-10,9.1,0.6166666666666667,2.1,7.0,1.9
103237,Mocha,Charlie,0,8,Friday,2025-10-10,8.766666666666667,1.3333333333333333,1.9833333333333334,6.783333333333333,13.833333333333334
103247,Cappuccino,Charlie,0,8,Friday,2025-10-10,9.2,1.8166666666666667,1.8833333333333333,7.316666666666666,10.4
103255,Cappuccino,Charlie,0,8,Friday,2025-10-10,9.983333333333333,1.1666666666666667,2.8,7.183333333333334,18.416666666666668
103283,Latte,Charlie,0,9,Friday,2025-10-10,9.183333333333334,0.8,2.8333333333333335,6.35,13.266666666666667
103336,Latte,Charlie,0,12,Friday,2025-10-10,9.516666666666667,1.7,2.9833333333333334,6.533333333333333,6.716666666666667
103338,Americano,Charlie,0,12,Friday,2025-10-10,9.166666666666666,1.3166666666666667,2.5833333333333335,6.583333333333333,12.766666666666667
103354,Cappuccino,Charlie,0,12,Friday,2025-10-10,8.966666666666667,1.5166666666666666,2.8833333333333333,6.083333333333333,0.25
103417,Latte,Charlie,0,14,Friday,2025-10-10,9.05,1.8333333333333333,2.783333333333333,6.266666666666667,13.066666666666666
103425,Americano,Charlie,0,14,Friday,2025-10-10,10.416666666666666,1.65,2.95,7.466666666666667,7.5
103440,Tea,Charlie,0,14,Friday,2025-10-10,8.933333333333334,0.7666666666666667,2.8666666666666667,6.066666666666666,18.916666666666668
103461,Espresso,Charlie,0,15,Friday,2025-10-10,9.283333333333333,1.6833333333333333,2.9,6.383333333333334,16.55
103483,Americano,Charlie,0,15,Friday,2025-10-10,8.833333333333334,1.1,2.9833333333333334,5.85,17.183333333333334
103488,Americano,Charlie,0,15,Friday,2025-10-10,9.516666666666667,0.5833333333333334,2.7333333333333334,6.783333333333333,7.866666666666666
103493,Espresso,Charlie,0,15,Friday,2025-10-10,9.75,0.6833333333333333,2.5166666666666666,7.233333333333333,3.1166666666666667
103543,Cold Brew,Charlie,0,7,Saturday,2025-10-11,8.933333333333334,1.7666666666666666,1.5166666666666666,7.416666666666667,16.766666666666666
103609,Mocha,Charlie,0,8,Saturday,2025-10-11,9.1,1.8,2.1333333333333333,6.966666666666667,15.533333333333333
103615,Mocha,Charlie,0,8,Saturday,2025-10-11,9.716666666666667,1.1166666666666667,2.55,7.166666666666667,8.016666666666667
103654,Espresso,Charlie,0,9,Saturday,2025-10-11,8.766666666666667,1.1166666666666667,1.55,7.216666666666667,4.116666666666666
103724,Cappuccino,Charlie,0,11,Saturday,2025-10-11,9.466666666666667,0.55,2.8833333333333333,6.583333333333333,4.166666666666667
103794,Flat White,Charlie,0,13,Saturday,2025-10-11,8.733333333333333,1.3166666666666667,2.1666666666666665,6.566666666666666,3.9166666666666665
103847,Espresso,Charlie,0,15,Saturday,2025-10-11,9.216666666666667,0.8166666666666667,1.7666666666666666,7.45,17.916666666666668
103857,Latte,Charlie,0,15,Saturday,2025-10-11,9.416666666666666,1.05,2.4833333333333334,6.933333333333334,1.1
103968,Espresso,Charlie,0,9,Sunday,2025-10-12,9.833333333333334,0.9833333333333333,2.3666666666666667,7.466666666666667,1.15
104002,Mocha,Charlie,0,10,Sunday,2025-10-12,9.2,0.75,2.85,6.35,3.716666666666667
104105,Cold Brew,Charlie,0,13,Sunday,2025-10-12,9.966666666666667,1.6333333333333333,2.966666666666667,7.0,17.283333333333335
104137,Cold Brew,Charlie,0,13,Sunday,2025-10-12,8.783333333333333,1.5666666666666667,2.066666666666667,6.716666666666667,2.35
104245,Cappuccino,Charlie,0,7,Monday,2025-10-13,9.033333333333333,0.6666666666666666,1.95,7.083333333333333,4.9
104305,Mocha,Charlie,0,8,Monday,2025-10-13,10.133333333333333,1.4333333333333333,2.6666666666666665,7.466666666666667,11.383333333333333
104336,Flat White,Charlie,0,9,Monday,2025-10-13,8.666666666666666,1.5666666666666667,1.9666666666666666,6.7,6.133333333333334
104484,Cold Brew,Charlie,0,14,Monday,2025-10-13,9.866666666666667,0.5666666666666667,2.433333333333333,7.433333333333334,10.2
104569,Cappuccino,Charlie,0,16,Monday,2025-10-13,8.616666666666667,0.6666666666666666,2.683333333333333,5.933333333333334,9.466666666666667
104579,Cappuccino,Charlie,0,16,Monday,2025-10-13,9.15,1.4833333333333334,1.9,7.25,10.316666666666666
104594,Americano,Charlie,0,16,Monday,2025-10-13,9.933333333333334,0.85,2.533333333333333,7.4,0.3333333333333333
104666,Latte,Charlie,0,9,Tuesday,2025-10-14,9.3,0.9,2.183333333333333,7.116666666666666,6.433333333333334
104673,Tea,Charlie,0,9,Tuesday,2025-10-14,9.5,1.5166666666666666,2.65,6.85,8.283333333333333
104703,Cappuccino,Charlie,0,10,Tuesday,2025-10-14,9.416666666666666,1.1,2.6166666666666667,6.8,14.533333333333333
104719,Americano,Charlie,0,10,Tuesday,2025-10-14,10.133333333333333,0.5333333333333333,2.9,7.233333333333333,14.816666666666666
104850,Espresso,Charlie,0,13,Tuesday,2025-10-14,8.616666666666667,1.8333333333333333,2.7666666666666666,5.85,12.366666666666667
104865,Flat White,Charlie,0,14,Tuesday,2025-10-14,9.183333333333334,1.3666666666666667,2.3333333333333335,6.85,10.866666666666667
104892,Cold Brew,Charlie,0,15,Tuesday,2025-10-14,9.383333333333333,0.8166666666666667,2.1166666666666667,7.266666666666667,3.75
104966,Cappuccino,Charlie,0,7,Wednesday,2025-10-15,9.383333333333333,0.95,2.8833333333333333,6.5,8.216666666666667
104984,Latte,Charlie,0,8,Wednesday,2025-10-15,8.716666666666667,0.7,2.15,6.566666666666666,13.116666666666667
105042,Latte,Charlie,0,10,Wednesday,2025-10-15,9.466666666666667,1.6,2.6333333333333333,6.833333333333333,3.3
105052,Tea,Charlie,0,10,Wednesday,2025-10-15,9.783333333333333,0.5833333333333334,2.433333333333333,7.35,17.583333333333332
105105,Espresso,Charlie,0,12,Wednesday,2025-10-15,9.083333333333334,1.6,2.6166666666666667,6.466666666666667,0.5833333333333334
105123,Flat White,Charlie,0,13,Wednesday,2025-10-15,8.766666666666667,1.3333333333333333,2.6333333333333333,6.133333333333334,4.15
105130,Mocha,Charlie,0,13,Wednesday,2025-10-15,9.85,1.9166666666666667,2.5166666666666666,7.333333333333333,15.85
105141,Americano,Charlie,0,13,Wednesday,2025-10-15,9.25,1.9333333333333333,2.2,7.05,12.95
105160,Cappuccino,Charlie,0,13,Wednesday,2025-10-15,8.816666666666666,0.5,2.816666666666667,6.0,14.766666666666667
105164,Mocha,Charlie,0,14,Wednesday,2025-10-15,9.7,1.3,2.7333333333333334,6.966666666666667,6.316666666666666
105311,Latte,Charlie,0,7,Thursday,2025-10-16,8.866666666666667,1.2833333333333334,2.7333333333333334,6.133333333333334,14.083333333333334
105370,Espresso,Charlie,0,8,Thursday,2025-10-16,9.15,1.2333333333333334,2.7,6.45,10.483333333333333
105401,Latte,Charlie,0,9,Thursday,2025-10-16,9.033333333333333,1.2333333333333334,1.8166666666666667,7.216666666666667,16.266666666666666
105416,Cold Brew,Charlie,0,9,Thursday,2025-10-16,9.366666666666667,1.15,1.9833333333333334,7.383333333333334,9.5
105436,Mocha,Charlie,0,10,Thursday,2025-10-16,9.783333333333333,0.9166666666666666,2.5,7.283333333333333,19.683333333333334
105556,Cappuccino,Charlie,0,14,Thursday,2025-10-16,8.833333333333334,1.1166666666666667,1.4666666666666666,7.366666666666666,17.9
105559,Cappuccino,Charlie,0,14,Thursday,2025-10-16,9.55,1.4,2.933333333333333,6.616666666666666,8.45
105591,Tea,Charlie,0,15,Thursday,2025-10-16,10.0,0.7833333333333333,2.8333333333333335,7.166666666666667,8.5
105661,Latte,Charlie,0,8,Friday,2025-10-17,9.133333333333333,1.5333333333333334,2.9166666666666665,6.216666666666667,0.48333333333333334
105740,Cappuccino,Charlie,0,10,Friday,2025-10-17,8.783333333333333,1.3666666666666667,2.6333333333333333,6.15,15.433333333333334
105741,Tea,Charlie,0,10,Friday,2025-10-17,8.95,0.5833333333333334,1.95,7.0,4.916666666666667
105748,Latte,Charlie,0,10,Friday,2025-10-17,8.616666666666667,1.3166666666666667,1.35,7.266666666666667,8.766666666666667
105756,Latte,Charlie,0,11,Friday,2025-10-17,8.633333333333333,1.9,1.3833333333333333,7.25,12.133333333333333
105905,Espresso,Charlie,0,14,Friday,2025-10-17,9.35,0.5833333333333334,2.6,6.75,12.366666666666667
105920,Espresso,Charlie,0,15,Friday,2025-10-17,9.633333333333333,1.05,2.7,6.933333333333334,11.15
105956,Matcha Latte,Charlie,0,16,Friday,2025-10-17,9.4,1.1166666666666667,2.316666666666667,7.083333333333333,2.6
105963,Espresso,Charlie,0,16,Friday,2025-10-17,9.55,0.8333333333333334,2.85,6.7,15.5
106026,Cappuccino,Charlie,0,7,Saturday,2025-10-18,9.25,1.5833333333333333,2.0833333333333335,7.166666666666667,7.633333333333334
106114,Cold Brew,Charlie,0,9,Saturday,2025-10-18,9.666666666666666,1.3166666666666667,2.716666666666667,6.95,14.9
106273,Cold Brew,Charlie,0,14,Saturday,2025-10-18,8.866666666666667,0.6666666666666666,1.75,7.116666666666666,0.75
106284,Cappuccino,Charlie,0,15,Saturday,2025-10-18,9.516666666666667,1.5666666666666667,2.033333333333333,7.483333333333333,7.483333333333333
106317,Tea,Charlie,0,15,Saturday,2025-10-18,8.616666666666667,1.1666666666666667,2.8333333333333335,5.783333333333333,18.083333333333332
106320,Cappuccino,Charlie,0,15,Saturday,2025-10-18,8.983333333333333,1.9166666666666667,2.65,6.333333333333333,8.683333333333334
106352,Cold Brew,Charlie,0,16,Saturday,2025-10-18,8.683333333333334,1.5166666666666666,2.6333333333333333,6.05,0.9666666666666667
106357,Cappuccino,Charlie,0,16,Saturday,2025-10-18,8.616666666666667,1.3166666666666667,1.2833333333333334,7.333333333333333,18.2
106358,Espresso,Charlie,0,16,Saturday,2025-10-18,10.45,1.25,2.9833333333333334,7.466666666666667,4.733333333333333
106361,Cold Brew,Charlie,0,16,Saturday,2025-10-18,9.116666666666667,0.7333333333333333,2.216666666666667,6.9,9.433333333333334
106403,Flat White,Charlie,0,8,Sunday,2025-10-19,8.916666666666666,1.7833333333333334,1.8833333333333333,7.033333333333333,1.2833333333333334
106502,Tea,Charlie,0,10,Sunday,2025-10-19,9.35,1.1833333333333333,2.75,6.6,12.55
106506,Tea,Charlie,0,10,Sunday,2025-10-19,8.633333333333333,1.8333333333333333,2.45,6.183333333333334,5.366666666666666
106525,Tea,Charlie,0,11,Sunday,2025-10-19,8.983333333333333,0.8333333333333334,1.75,7.233333333333333,16.95
106544,Hot Chocolate,Charlie,0,11,Sunday,2025-10-19,9.133333333333333,1.6166666666666667,2.2,6.933333333333334,18.333333333333332
106557,Hot Chocolate,Charlie,0,11,Sunday,2025-10-19,9.983333333333333,1.65,2.816666666666667,7.166666666666667,11.35
106561,Espresso,Charlie,0,11,Sunday,2025-10-19,8.733333333333333,0.7166666666666667,1.95,6.783333333333333,11.35
106597,Cappuccino,Charlie,0,12,Sunday,2025-10-19,9.866666666666667,0.9833333333333333,2.9166666666666665,6.95,7.45
106660,Espresso,Charlie,0,14,Sunday,2025-10-19,8.85,1.15,1.5666666666666667,7.283333333333333,6.416666666666667
106701,Matcha Latte,Charlie,1,15,Sunday,2025-10-19,8.933333333333334,0.8666666666666667,1.6,7.333333333333333,9.8
106713,Latte,Charlie,0,15,Sunday,2025-10-19,8.85,1.5166666666666666,2.533333333333333,6.316666666666666,6.383333333333334
106722,Latte,Charlie,0,16,Sunday,2025-10-19,9.183333333333334,1.5,1.85,7.333333333333333,10.55
106746,Americano,Charlie,0,16,Sunday,2025-10-19,9.133333333333333,0.9,2.9166666666666665,6.216666666666667,14.05
106749,Matcha Latte,Charlie,0,7,Monday,2025-10-20,9.85,1.1,2.55,7.3,13.366666666666667
106785,Tea,Charlie,0,8,Monday,2025-10-20,8.55,0.8,2.8833333333333333,5.666666666666667,17.433333333333334
106799,Cappuccino,Charlie,0,8,Monday,2025-10-20,9.3,0.9333333333333333,2.95,6.35,11.416666666666666
106872,Flat White,Charlie,0,11,Monday,2025-10-20,8.633333333333333,0.65,2.5166666666666666,6.116666666666666,8.3
106915,Cold Brew,Charlie,0,13,Monday,2025-10-20,10.033333333333333,1.3,2.7666666666666666,7.266666666666667,1.1166666666666667
106919,Cold Brew,Charlie,0,13,Monday,2025-10-20,9.133333333333333,1.5,2.6666666666666665,6.466666666666667,10.383333333333333
106978,Mocha,Charlie,0,14,Monday,2025-10-20,8.933333333333334,1.8333333333333333,2.183333333333333,6.75,13.016666666666667
107039,Cold Brew,Charlie,0,16,Monday,2025-10-20,9.183333333333334,1.7166666666666666,2.8333333333333335,6.35,13.566666666666666
107060,Latte,Charlie,0,16,Monday,2025-10-20,9.316666666666666,1.0333333333333334,2.2333333333333334,7.083333333333333,13.183333333333334
107071,Flat White,Charlie,0,16,Monday,2025-10-20,9.2,1.55,2.8333333333333335,6.366666666666666,2.4833333333333334
107073,Flat White,Charlie,0,17,Monday,2025-10-20,9.266666666666667,1.3333333333333333,2.216666666666667,7.05,19.916666666666668
107082,Latte,Charlie,0,7,Tuesday,2025-10-21,8.633333333333333,0.9,1.9833333333333334,6.65,12.683333333333334
107168,Latte,Charlie,0,9,Tuesday,2025-10-21,10.166666666666666,1.0333333333333334,2.9166666666666665,7.25,17.15
107229,Latte,Charlie,0,10,Tuesday,2025-10-21,9.083333333333334,1.5333333333333334,2.8333333333333335,6.25,9.933333333333334
107241,Latte,Charlie,0,10,Tuesday,2025-10-21,8.75,1.2333333333333334,1.7,7.05,16.116666666666667
107271,Americano,Charlie,0,11,Tuesday,2025-10-21,8.716666666666667,0.6666666666666666,1.6333333333333333,7.083333333333333,11.283333333333333
107359,Latte,Charlie,0,14,Tuesday,2025-10-21,9.633333333333333,1.5666666666666667,2.85,6.783333333333333,0.3333333333333333
107399,Hot Chocolate,Charlie,0,15,Tuesday,2025-10-21,8.583333333333334,1.9666666666666666,2.1166666666666667,6.466666666666667,12.666666666666666
107455,Cold Brew,Charlie,0,7,Wednesday,2025-10-22,9.0,0.7,1.6333333333333333,7.366666666666666,7.316666666666666
107504,Latte,Charlie,0,9,Wednesday,2025-10-22,9.066666666666666,1.4333333333333333,2.1166666666666667,6.95,15.733333333333333
107577,Flat White,Charlie,0,11,Wednesday,2025-10-22,8.783333333333333,1.4666666666666666,2.6666666666666665,6.116666666666666,9.933333333333334
107654,Americano,Charlie,0,12,Wednesday,2025-10-22,9.8,0.5333333333333333,2.316666666666667,7.483333333333333,18.716666666666665
107710,Espresso,Charlie,0,13,Wednesday,2025-10-22,9.6,0.8833333333333333,2.35,7.25,14.816666666666666
107819,Latte,Charlie,0,7,Thursday,2025-10-23,8.766666666666667,0.9666666666666667,1.8666666666666667,6.9,7.833333333333333
107927,Americano,Charlie,0,9,Thursday,2025-10-23,9.1,0.6666666666666666,1.8166666666666667,7.283333333333333,16.933333333333334
107935,Latte,Charlie,0,10,Thursday,2025-10-23,9.4,1.6666666666666667,2.683333333333333,6.716666666666667,11.783333333333333
107966,Latte,Charlie,0,11,Thursday,2025-10-23,9.316666666666666,1.2666666666666666,2.1666666666666665,7.15,12.916666666666666
107976,Cappuccino,Charlie,0,11,Thursday,2025-10-23,9.2,0.65,2.216666666666667,6.983333333333333,12.516666666666667
108008,Cold Brew,Charlie,0,12,Thursday,2025-10-23,8.633333333333333,1.9833333333333334,1.6166666666666667,7.016666666666667,10.783333333333333
108112,Flat White,Charlie,0,15,Thursday,2025-10-23,8.75,0.5833333333333334,2.6666666666666665,6.083333333333333,4.016666666666667
108116,Latte,Charlie,0,15,Thursday,2025-10-23,9.433333333333334,0.7333333333333333,2.55,6.883333333333334,13.166666666666666
108125,Latte,Charlie,0,15,Thursday,2025-10-23,9.9,1.95,2.9833333333333334,6.916666666666667,16.3
108202,Tea,Charlie,0,7,Friday,2025-10-24,9.4,0.5333333333333333,2.1166666666666667,7.283333333333333,11.4
108298,Latte,Charlie,0,10,Friday,2025-10-24,9.783333333333333,1.8333333333333333,2.6166666666666667,7.166666666666667,18.583333333333332
108317,Mocha,Charlie,0,11,Friday,2025-10-24,8.566666666666666,0.5,1.4166666666666667,7.15,2.6333333333333333
108321,Espresso,Charlie,0,11,Friday,2025-10-24,9.416666666666666,0.7333333333333333,2.05,7.366666666666666,18.35
108409,Cappuccino,Charlie,0,13,Friday,2025-10-24,8.566666666666666,1.8833333333333333,1.4333333333333333,7.133333333333334,2.933333333333333
108426,Latte,Charlie,0,13,Friday,2025-10-24,9.266666666666667,1.8166666666666667,2.3333333333333335,6.933333333333334,5.283333333333333
108463,Hot Chocolate,Charlie,0,14,Friday,2025-10-24,9.45,1.1,2.0166666666666666,7.433333333333334,19.7
108517,Latte,Charlie,0,16,Friday,2025-10-24,8.816666666666666,0.65,1.5666666666666667,7.25,10.033333333333333
108555,Mocha,Charlie,0,7,Saturday,2025-10-25,9.4,0.9,2.2,7.2,10.166666666666666
108566,Mocha,Charlie,0,7,Saturday,2025-10-25,9.45,1.7166666666666666,2.683333333333333,6.766666666666667,15.75
108606,Latte,Charlie,0,9,Saturday,2025-10-25,9.166666666666666,0.55,2.2666666666666666,6.9,0.5333333333333333
108610,Latte,Charlie,0,9,Saturday,2025-10-25,8.9,1.6333333333333333,2.6333333333333333,6.266666666666667,13.85
108686,Americano,Charlie,0,11,Saturday,2025-10-25,9.283333333333333,1.15,2.05,7.233333333333333,16.916666666666668
108699,Cappuccino,Charlie,0,12,Saturday,2025-10-25,9.95,1.1833333333333333,2.85,7.1,3.45
108709,Cold Brew,Charlie,0,12,Saturday,2025-10-25,9.533333333333333,1.2,2.7666666666666666,6.766666666666667,13.2
108716,Cold Brew,Charlie,0,12,Saturday,2025-10-25,8.933333333333334,0.6833333333333333,1.6166666666666667,7.316666666666666,14.933333333333334
108800,Latte,Charlie,0,14,Saturday,2025-10-25,9.566666666666666,1.95,2.3833333333333333,7.183333333333334,19.033333333333335
108835,Cappuccino,Charlie,0,15,Saturday,2025-10-25,9.183333333333334,1.8833333333333333,2.25,6.933333333333334,8.733333333333333
108837,Mocha,Charlie,0,15,Saturday,2025-10-25,8.616666666666667,1.3666666666666667,2.0833333333333335,6.533333333333333,18.9
